Relative_time,Resonance_Frequency,Dissipation,target
0.0542,15029081.0,3.027207120663602e-05,0
0.0822,15029443.0,3.181086234848457e-05,0
0.1129,15029353.0,3.061290161380538e-05,0
0.1175,15029354.0,3.076014398757577e-05,0
0.122,15029354.0,3.076014398757577e-05,0
0.1266,15029354.0,3.076014398757577e-05,0
0.1312,15029354.0,3.076014398757577e-05,0
0.1358,15029354.0,3.076014398757577e-05,0
0.1404,15029354.0,3.076014398757577e-05,0
0.1449,15029355.0,3.076014398757577e-05,0
0.1495,15029355.0,3.076014398757577e-05,0
0.1541,15029355.0,3.076014398757577e-05,0
0.1587,15029355.0,3.076014398757577e-05,0
0.1633,15029355.0,3.076014398757577e-05,0
0.1678,15029354.0,3.076014398757577e-05,0
0.1723,15029355.0,3.076014398757577e-05,0
0.1769,15029355.0,3.071098467423187e-05,0
0.1815,15029355.0,3.071098467423187e-05,0
0.186,15029355.0,3.076014398757577e-05,0
0.1905,15029355.0,3.080938199061697e-05,0
0.1951,15029355.0,3.080938199061697e-05,0
0.1997,15029354.0,3.076014398757577e-05,0
0.2043,15029355.0,3.076014398757577e-05,0
0.2089,15029355.0,3.076014398757577e-05,0
0.2134,15029355.0,3.076014398757577e-05,0
0.2178,15029355.0,3.080938199061697e-05,0
0.2225,15029355.0,3.080938199061697e-05,0
0.2271,15029355.0,3.080938199061697e-05,0
0.2317,15029355.0,3.080938199061697e-05,0
0.2363,15029355.0,3.076014398757577e-05,0
0.2408,15029355.0,3.076014398757577e-05,0
0.2452,15029354.0,3.076014398757577e-05,0
0.2498,15029355.0,3.071098467423187e-05,0
0.2545,15029355.0,3.071098467423187e-05,0
0.2591,15029354.0,3.076014398757577e-05,0
0.2637,15029354.0,3.076014398757577e-05,0
0.2681,15029355.0,3.076014398757577e-05,0
0.2726,15029355.0,3.080938199061697e-05,0
0.2772,15029355.0,3.076014398757577e-05,0
0.2818,15029355.0,3.071098467423187e-05,0
0.2865,15029355.0,3.071098467423187e-05,0
0.2911,15029355.0,3.071098467423187e-05,0
0.2955,15029355.0,3.071098467423187e-05,0
0.3,15029355.0,3.076014398757577e-05,0
0.3046,15029355.0,3.076014398757577e-05,0
0.3092,15029355.0,3.071098467423187e-05,0
0.3138,15029355.0,3.071098467423187e-05,0
0.3185,15029355.0,3.076014398757577e-05,0
0.3229,15029355.0,3.076014398757577e-05,0
0.3275,15029355.0,3.071098467423187e-05,0
0.3321,15029355.0,3.071098467423187e-05,0
0.3366,15029355.0,3.071098467423187e-05,0
0.3412,15029355.0,3.071098467423187e-05,0
0.3458,15029355.0,3.071098467423187e-05,0
0.3505,15029355.0,3.071098467423187e-05,0
0.3549,15029355.0,3.071098467423187e-05,0
0.3594,15029354.0,3.076014398757577e-05,0
0.364,15029354.0,3.076014398757577e-05,0
0.3686,15029355.0,3.071098467423187e-05,0
0.3732,15029355.0,3.071098467423187e-05,0
0.3777,15029355.0,3.071098467423187e-05,0
0.3822,15029355.0,3.071098467423187e-05,0
0.3868,15029355.0,3.071098467423187e-05,0
0.3914,15029354.0,3.066190392482741e-05,0
0.396,15029355.0,3.066190392482741e-05,0
0.4006,15029355.0,3.071098467423187e-05,0
0.4051,15029355.0,3.071098467423187e-05,0
0.4096,15029354.0,3.066190392482741e-05,0
0.4142,15029355.0,3.066190392482741e-05,0
0.4188,15029355.0,3.071098467423187e-05,0
0.4234,15029354.0,3.076014398757577e-05,0
0.428,15029354.0,3.071098467423187e-05,0
0.4325,15029354.0,3.071098467423187e-05,0
0.437,15029355.0,3.076014398757577e-05,0
0.4416,15029355.0,3.071098467423187e-05,0
0.4462,15029355.0,3.071098467423187e-05,0
0.4508,15029355.0,3.071098467423187e-05,0
0.4554,15029355.0,3.071098467423187e-05,0
0.4599,15029355.0,3.071098467423187e-05,0
0.4644,15029355.0,3.071098467423187e-05,0
0.469,15029355.0,3.071098467423187e-05,0
0.4736,15029355.0,3.071098467423187e-05,0
0.4782,15029355.0,3.071098467423187e-05,0
0.4828,15029355.0,3.071098467423187e-05,0
0.4874,15029355.0,3.071098467423187e-05,0
0.4919,15029355.0,3.071098467423187e-05,0
0.4964,15029355.0,3.071098467423187e-05,0
0.501,15029355.0,3.071098467423187e-05,0
0.5056,15029355.0,3.071098467423187e-05,0
0.5102,15029355.0,3.071098467423187e-05,0
0.5147,15029354.0,3.076014398757577e-05,0
0.5193,15029355.0,3.076014398757577e-05,0
0.5239,15029355.0,3.071098467423187e-05,0
0.5284,15029355.0,3.071098467423187e-05,0
0.533,15029354.0,3.071098467423187e-05,0
0.5376,15029355.0,3.071098467423187e-05,0
0.5422,15029355.0,3.071098467423187e-05,0
0.5468,15029355.0,3.071098467423187e-05,0
0.5513,15029355.0,3.071098467423187e-05,0
0.5558,15029355.0,3.071098467423187e-05,0
0.5604,15029355.0,3.071098467423187e-05,0
0.565,15029355.0,3.071098467423187e-05,0
0.5695,15029355.0,3.071098467423187e-05,0
0.5741,15029355.0,3.071098467423187e-05,0
0.5787,15029355.0,3.071098467423187e-05,0
0.5832,15029355.0,3.071098467423187e-05,0
0.5878,15029355.0,3.076014398757577e-05,0
0.5924,15029355.0,3.080938199061697e-05,0
0.5969,15029355.0,3.076014398757577e-05,0
0.6013,15029355.0,3.071098467423187e-05,0
0.6059,15029355.0,3.071098467423187e-05,0
0.6105,15029355.0,3.071098467423187e-05,0
0.615,15029355.0,3.071098467423187e-05,0
0.6196,15029355.0,3.071098467423187e-05,0
0.6242,15029355.0,3.071098467423187e-05,0
0.6287,15029355.0,3.071098467423187e-05,0
0.6333,15029355.0,3.071098467423187e-05,0
0.6379,15029355.0,3.076014398757577e-05,0
0.6424,15029355.0,3.076014398757577e-05,0
0.6469,15029355.0,3.071098467423187e-05,0
0.6515,15029355.0,3.071098467423187e-05,0
0.6561,15029355.0,3.071098467423187e-05,0
0.6607,15029355.0,3.071098467423187e-05,0
0.6652,15029355.0,3.071098467423187e-05,0
0.6697,15029355.0,3.071098467423187e-05,0
0.6743,15029355.0,3.071098467423187e-05,0
0.6789,15029355.0,3.071098467423187e-05,0
0.6835,15029355.0,3.071098467423187e-05,0
0.688,15029355.0,3.071098467423187e-05,0
0.6926,15029355.0,3.066190392482741e-05,0
0.6972,15029355.0,3.066190392482741e-05,0
0.7017,15029355.0,3.071098467423187e-05,0
0.7063,15029355.0,3.071098467423187e-05,0
0.7153,15029354.0,3.071098467423187e-05,0
0.7199,15029355.0,3.071098467423187e-05,0
0.7245,15029355.0,3.071098467423187e-05,0
0.7291,15029355.0,3.071098467423187e-05,0
0.7337,15029355.0,3.071098467423187e-05,0
0.7383,15029355.0,3.071098467423187e-05,0
0.7428,15029355.0,3.071098467423187e-05,0
0.7473,15029355.0,3.071098467423187e-05,0
0.7519,15029354.0,3.071098467423187e-05,0
0.7565,15029355.0,3.071098467423187e-05,0
0.7611,15029355.0,3.071098467423187e-05,0
0.7657,15029355.0,3.071098467423187e-05,0
0.7702,15029355.0,3.066190392482741e-05,0
0.7748,15029355.0,3.066190392482741e-05,0
0.7794,15029355.0,3.071098467423187e-05,0
0.7839,15029355.0,3.071098467423187e-05,0
0.7885,15029355.0,3.076014398757577e-05,0
0.7931,15029355.0,3.076014398757577e-05,0
0.7977,15029355.0,3.071098467423187e-05,0
0.8022,15029355.0,3.071098467423187e-05,0
0.8066,15029355.0,3.071098467423187e-05,0
0.8113,15029355.0,3.076014398757577e-05,0
0.8159,15029355.0,3.076014398757577e-05,0
0.8205,15029355.0,3.071098467423187e-05,0
0.8251,15029355.0,3.071098467423187e-05,0
0.8297,15029355.0,3.071098467423187e-05,0
0.8342,15029355.0,3.071098467423187e-05,0
0.8388,15029355.0,3.071098467423187e-05,0
0.8434,15029355.0,3.071098467423187e-05,0
0.8479,15029355.0,3.071098467423187e-05,0
0.8525,15029355.0,3.071098467423187e-05,0
0.8571,15029355.0,3.071098467423187e-05,0
